s_no,route-collected,name,type,departure_time,arrival_time,duration,price,seats_available,rating
489,Hyderabad to Vijayawada,Sai Dasari Travels,Non A/C Seater / Sleeper (2+1),23:05,04:27,05h 22m,450,29,1.9
490,Hyderabad to Vijayawada,Morning Star Travels,NON A/C Sleeper (2+1),23:05,05:10,06h 05m,590,27,1.6
491,Hyderabad to Vijayawada,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),14:50,21:00,06h 10m,780,9,1.7
492,Hyderabad to Vijayawada,Orange Tours And Travels,A/C Seater / Sleeper (2+1),16:10,00:30,08h 20m,580,19,1.3
493,Hyderabad to Vijayawada,Morning Star Travels,A/C Sleeper (2+1),22:20,03:55,05h 35m,790,27,2.5
494,Hyderabad to Vijayawada,Mayuri Travels,Non A/C Seater / Sleeper (2+1),22:10,04:00,05h 50m,500,33,2.5
495,Hyderabad to Vijayawada,SAMANVI CITICONNECT,Non A/C Seater / Sleeper (2+1),22:25,03:45,05h 20m,444,4,2.9
496,Hyderabad to Vijayawada,Mythri Tours And Travels,A/C Sleeper (2+1),22:00,04:05,06h 05m,819,14,4.8
497,Hyderabad to Vijayawada,Svkdt travels,A/C Sleeper (2+1),17:00,02:05,09h 05m,899,22,4.5
498,Hyderabad to Vijayawada,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:05,05:20,06h 15m,441,34,4.5
499,Hyderabad to Vijayawada,IntrCity SmartBus,AC Sleeper (2+1),18:05,01:10,07h 05m,888,25,4.5
500,Hyderabad to Vijayawada,Neelachal Travels,A/C Seater / Sleeper (2+1),15:00,22:45,07h 45m,4000,11,4.5
501,Hyderabad to Vijayawada,GMC Travels,A/C Seater / Sleeper (2+1),22:00,03:30,05h 30m,680,34,4.3
502,Hyderabad to Vijayawada,Padma Travels,Non A/C Seater / Sleeper (2+1),21:30,04:00,06h 30m,449,27,4.2
503,Hyderabad to Vijayawada,BSR Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),17:02,01:05,08h 03m,1470,23,4.2
504,Hyderabad to Vijayawada,Jayanthi Travels,Non A/C Seater / Sleeper (2+1),21:15,03:00,05h 45m,449,21,4.1
505,Hyderabad to Vijayawada,Jayanthi Travels,Non A/C Seater / Sleeper (2+1),21:10,04:40,07h 30m,449,24,4.1
506,Hyderabad to Vijayawada,Jayanthi Travels,A/C Sleeper (2+1),21:10,03:30,06h 20m,890,16,4.1
507,Hyderabad to Vijayawada,Jayanthi Travels,NON A/C Hi-Tech Push Back (2+2),20:00,03:15,07h 15m,500,15,4.1
508,Hyderabad to Vijayawada,PRK Travels,Non A/C Seater / Sleeper (2+1),22:13,05:25,07h 12m,499,26,4.2
509,Hyderabad to Vijayawada,Sri Atluri Travels,NON AC Seater / Sleeper 2+1,20:00,04:20,08h 20m,450,30,4
510,Hyderabad to Vijayawada,Sri Atluri Travels,Non A/C Seater / Sleeper (2+1),22:18,03:50,05h 32m,460,23,4
511,Hyderabad to Vijayawada,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),20:42,03:58,07h 16m,470,31,3.9
512,Hyderabad to Vijayawada,Krk Travels,Non A/C Seater / Sleeper (2+1),14:55,23:00,08h 05m,760,10,3.9
513,Hyderabad to Vijayawada,Sri KVR Travels,A/C Seater / Sleeper (2+1),17:45,00:40,06h 55m,849,24,3.9
514,Hyderabad to Vijayawada,SANDHYA TRAVELS,Bharat Benz A/C Sleeper (2+1),23:00,05:10,06h 10m,3999,1,3.9
515,Hyderabad to Vijayawada,Sai Virat Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:57,03:25,05h 28m,880,18,3.9
516,Hyderabad to Vijayawada,Sri NVR Travels,NON A/C Sleeper (2+1),22:45,04:30,05h 45m,648,24,3.9
517,Hyderabad to Vijayawada,Laharisa Tours and Travels,Non A/C Seater / Sleeper (2+1),22:10,04:05,05h 55m,500,22,3.9
518,Hyderabad to Vijayawada,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),19:15,03:12,07h 57m,480,27,3.9
519,Hyderabad to Vijayawada,Vahini Travels,Non A/C Seater / Sleeper (2+1),20:41,04:30,07h 49m,499,29,3.8
520,Hyderabad to Vijayawada,Srivastav Travels,Non A/C Seater / Sleeper (2+1),22:15,04:00,05h 45m,2999,40,3.8
521,Hyderabad to Vijayawada,Vahini Travels,Non A/C Seater / Sleeper (2+1),22:37,04:45,06h 08m,499,22,3.8
522,Hyderabad to Vijayawada,Sai Srinivasa Travels,A/C Seater / Sleeper (2+1),22:40,04:50,06h 10m,2000,40,3.8
523,Hyderabad to Vijayawada,Navayuga Travels,NON AC Seater / Sleeper 2+1,14:10,21:10,07h 00m,1290,7,3.8
524,Hyderabad to Vijayawada,Nani Svkdt Travels,A/C Sleeper (2+1),22:58,04:30,05h 32m,696,20,3.4
525,Hyderabad to Vijayawada,KTR Travels,Non A/C Seater / Sleeper (2+1),15:10,22:30,07h 20m,799,10,3.7
526,Hyderabad to Vijayawada,Sri Sai Anjana Tours and Travels,Non A/C Seater / Sleeper (2+1),22:35,04:25,05h 50m,399,24,3.7
527,Hyderabad to Vijayawada,Kalyani Transport,Non A/C Seater / Sleeper (2+1),20:45,02:30,05h 45m,499,30,3.6
528,Hyderabad to Vijayawada,KVR Tours and Travels,A/C Sleeper (2+1),20:30,02:05,05h 35m,760,26,3.6
529,Hyderabad to Vijayawada,KVR Tours and Travels,Non A/C Seater / Sleeper (2+1),22:30,03:15,04h 45m,474,30,3.6
530,Hyderabad to Vijayawada,CVR Travels,Non A/C Seater / Sleeper (2+1),22:15,04:17,06h 02m,560,30,3.6
531,Hyderabad to Vijayawada,Komali Travels,A/C Seater / Sleeper (2+1),22:25,04:00,05h 35m,475,30,3.6
532,Hyderabad to Vijayawada,DMR Travels,Non A/C Seater / Sleeper (2+1),22:28,04:30,06h 02m,500,25,3.5
533,Hyderabad to Vijayawada,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),22:20,05:05,06h 45m,500,25,3.5
534,Hyderabad to Vijayawada,DMR Travels,A/C Sleeper (2+1),21:10,03:30,06h 20m,700,20,3.5
535,Hyderabad to Vijayawada,DMR Travels,Non A/C Seater / Sleeper (2+1),22:40,04:30,05h 50m,500,23,3.5
536,Hyderabad to Vijayawada,SVM Tours And Travels,Non A/C Seater / Sleeper (2+1),22:35,04:20,05h 45m,444,26,3.4
537,Hyderabad to Vijayawada,Chandu Travels,Non A/C Seater / Sleeper (2+1),23:22,05:45,06h 23m,399,24,3.3
538,Hyderabad to Vijayawada,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),14:50,23:00,08h 10m,854,22,3.3
539,Hyderabad to Vijayawada,Puri Jagannadh Tours And Travels,Non A/C Seater / Sleeper (2+1),19:15,02:45,07h 30m,444,38,3.3
540,Hyderabad to Vijayawada,Puri Jagannadh Tours And Travels,Non A/C Seater / Sleeper (2+1),20:34,03:45,07h 11m,444,24,3.3
541,Hyderabad to Vijayawada,Sai Godavari Travels,Non A/C Seater / Sleeper (2+1),22:18,04:00,05h 42m,499,25,3.3
542,Hyderabad to Vijayawada,Royal Varma Travels,A/C Seater / Sleeper (2+1),22:30,04:50,06h 20m,630,40,3.1
543,Hyderabad to Vijayawada,Sri Keerthana Sai Travels,A/C Sleeper (2+1),14:45,23:45,09h 00m,665,25,3.2
544,Hyderabad to Vijayawada,Orange Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),22:15,04:50,06h 35m,1100,29,3.2
545,Hyderabad to Vijayawada,Sri Karan Sai Tours and Travels,Non A/C Seater / Sleeper (2+1),21:55,04:20,06h 25m,437,19,3.2
546,Hyderabad to Vijayawada,Sri Keerthana Sai Travels,Non A/C Seater / Sleeper (2+1),14:45,23:45,09h 00m,523,26,3.2
547,Hyderabad to Vijayawada,Ajay Bus,Non A/C Seater / Sleeper (2+1),22:45,04:30,05h 45m,390,19,3.2
548,Hyderabad to Vijayawada,Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),21:30,04:05,06h 35m,460,32,3.9
549,Hyderabad to Vijayawada,Vinay's Tours and Travels,A/C Sleeper (2+1),23:50,05:55,06h 05m,570,27,4.5
550,Hyderabad to Vijayawada,Siri Tours and Travels,Non A/C Seater / Sleeper (2+1),21:58,04:15,06h 17m,444,23,3.1
551,Hyderabad to Vijayawada,Sri Krishna Travels,A/C Sleeper (2+1),22:45,05:10,06h 25m,1190,32,3.1
552,Hyderabad to Vijayawada,Prasanna Travels,A/C Seater / Sleeper (2+1),23:55,05:50,05h 55m,500,22,2.9
553,Hyderabad to Vijayawada,Srivastav Travels,Bharat Benz A/C Sleeper (2+1),22:20,04:50,06h 30m,639,20,4.1
554,Hyderabad to Vijayawada,Siri Tours and Travels,Non A/C Seater / Sleeper (2+1),22:01,04:15,06h 14m,444,11,3.1
555,Hyderabad to Vijayawada,Morning Star Travels,A/C Sleeper (2+1),23:00,05:05,06h 05m,690,28,2.4
556,Hyderabad to Vijayawada,LVR Travels,Non A/C Seater / Sleeper (2+1),22:13,04:55,06h 42m,3000,41,3.4
557,Hyderabad to Vijayawada,Mayuri Travels,Non A/C Seater / Sleeper (2+1),17:37,23:55,06h 18m,600,25,3
558,Hyderabad to Vijayawada,GOWTHAMI TOURS AND TRAVELS,A/C Sleeper (2+1),23:30,23:00,23h 30m,2185,25,3
559,Hyderabad to Vijayawada,Mayuri Travels,A/C Seater / Sleeper (2+1),17:37,23:55,06h 18m,700,33,3
560,Hyderabad to Vijayawada,Sai RK Travels,Non A/C Seater / Sleeper (2+1),22:35,03:30,04h 55m,450,25,3
561,Hyderabad to Vijayawada,Mayuri Travels,A/C Sleeper (2+1),19:52,02:30,06h 38m,1110,27,3
562,Hyderabad to Vijayawada,Prasanna Travels,A/C Seater / Sleeper (2+1),23:40,05:35,05h 55m,500,28,2.6
563,Hyderabad to Vijayawada,Rainbow Tours And Travels,A/C Seater/Sleeper (2+1),20:55,03:30,06h 35m,620,27,3
564,Hyderabad to Vijayawada,Mayuri Travels,A/C Sleeper (2+1),21:58,03:30,05h 32m,780,29,3
565,Hyderabad to Vijayawada,Mayuri Travels,Non A/C Seater / Sleeper (2+1),20:10,02:00,05h 50m,500,28,3
566,Hyderabad to Vijayawada,Vinay's Tours and Travels,A/C Sleeper (2+1),23:25,06:05,06h 40m,664,27,3.8
567,Hyderabad to Vijayawada,Zingbus Plus,A/C Sleeper (2+1),18:00,01:05,07h 05m,838,16,4.5
568,Hyderabad to Vijayawada,Jayanthi Travels,Non A/C Seater / Sleeper (2+1),20:55,03:50,06h 55m,1550,32,4.1
569,Hyderabad to Vijayawada,Bmcc Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:50,03:15,05h 25m,720,26,2.9
570,Hyderabad to Vijayawada,Srivastav Travels,Non A/C Seater / Sleeper (2+1),22:20,05:00,06h 40m,399,27,3.4
571,Hyderabad to Vijayawada,AVR Travels,A/C Seater / Sleeper (2+1),23:55,05:35,05h 40m,2500,32,2.1
572,Hyderabad to Vijayawada,Ramana Tours And Travels,A/C Sleeper (2+1),17:45,01:05,07h 20m,860,15,2.8
573,Hyderabad to Vijayawada,Ramana Tours And Travels,Non A/C Seater / Sleeper (2+1),22:20,05:00,06h 40m,500,18,2.8
574,Hyderabad to Vijayawada,SVR Tours and Travels,A/C Seater / Sleeper (2+1),17:15,23:50,06h 35m,580,39,2.8
575,Hyderabad to Vijayawada,Chandu Travels,A/C Seater / Sleeper (2+1),23:05,04:30,05h 25m,532,12,3.6
576,Hyderabad to Vijayawada,Morning Star Travels,A/C Sleeper (2+1),22:20,04:20,06h 00m,890,23,2.8
577,Hyderabad to Vijayawada,Ajay Bus,Non A/C Seater / Sleeper (2+1),22:45,04:40,05h 55m,390,27,3.2
578,Hyderabad to Vijayawada,Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),21:30,04:00,06h 30m,550,32,3.3
579,Hyderabad to Vijayawada,SVR Tours and Travels,Volvo A/C Sleeper (2+1),17:15,23:45,06h 30m,800,30,2.5
580,Hyderabad to Vijayawada,Morning Star Travels,NON A/C Sleeper (2+1),23:20,04:20,05h 00m,590,26,2.1
581,Hyderabad to Vijayawada,Tranzindia Travels,Scania AC Multi Axle Sleeper (2+1),21:45,03:15,05h 30m,899,25,2.5
582,Hyderabad to Vijayawada,Morning Star Travels,A/C Sleeper (2+1),23:00,05:20,06h 20m,690,20,1.9
583,Hyderabad to Vijayawada,Morning Star Travels,A/C Sleeper (2+1),22:20,04:30,06h 10m,890,27,1.6
584,Hyderabad to Vijayawada,Morning Star Travels,A/C Sleeper (2+1),22:20,03:30,05h 10m,790,24,2.5
585,Hyderabad to Vijayawada,Mahi Trans Solutions,Non A/C Seater / Sleeper (2+1),21:30,04:30,07h 00m,427,31,2.6
586,Hyderabad to Vijayawada,Mahi Trans Solutions,Non A/C Seater / Sleeper (2+1),21:30,04:15,06h 45m,427,36,2.6
587,Hyderabad to Vijayawada,Mahi Trans Solutions,Non A/C Seater / Sleeper (2+1),21:35,04:15,06h 40m,412,35,2.6
588,Hyderabad to Vijayawada,KKaveri Travels,A/C Sleeper (2+1),14:14,21:00,06h 46m,1400,15,2.5
589,Hyderabad to Vijayawada,KKaveri Travels,Non A/C Seater / Sleeper (2+1),18:55,02:30,07h 35m,600,28,2.5
590,Hyderabad to Vijayawada,LVP Travels,Non A/C Seater / Sleeper (2+1),22:20,04:30,06h 10m,510,19,4.2
591,Hyderabad to Vijayawada,Sri Rama Travels,Non A/C Seater / Sleeper (2+1),22:40,04:15,05h 35m,500,16,4.2
592,Hyderabad to Vijayawada,Mozo travels,A/C Seater / Sleeper (2+1),20:21,03:10,06h 49m,500,24,2.3
593,Hyderabad to Vijayawada,LVP Travels,Non A/C Seater / Sleeper (2+1),21:30,04:25,06h 55m,510,19,4.2
594,Hyderabad to Vijayawada,Mozo travels,A/C Seater / Sleeper (2+1),20:10,04:10,08h 00m,550,24,2.3
595,Hyderabad to Vijayawada,Mozo travels,A/C Sleeper (2+1),18:21,01:10,06h 49m,810,12,2.3
596,Hyderabad to Vijayawada,Mozo travels,A/C Sleeper (2+1),20:10,04:20,08h 10m,700,14,2.3
597,Hyderabad to Vijayawada,LVP Travels,Non A/C Seater / Sleeper (2+1),22:25,04:20,05h 55m,580,24,4.2
598,Hyderabad to Vijayawada,Shree Manikanta Travels,A/C Sleeper (2+1),15:15,23:40,08h 25m,1222,22,4.1
599,Hyderabad to Vijayawada,Surya Dream Liner,NON A/C Sleeper (2+1),22:58,05:10,06h 12m,3000,30,2.2
600,Hyderabad to Vijayawada,Sri NVR Travels,Non A/C Seater / Sleeper (2+1),22:45,04:00,05h 15m,649,19,3.9
601,Hyderabad to Vijayawada,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),17:45,00:55,07h 10m,890,18,3.9
602,Hyderabad to Vijayawada,ARK Travels,Non AC Seater (2+2),22:12,04:45,06h 33m,1000,35,1.3
603,Hyderabad to Vijayawada,Vikram Travels,A/C Sleeper (2+1),20:10,02:00,05h 50m,819,19,1.4
604,Hyderabad to Vijayawada,Vikram Travels,A/C Seater / Sleeper (2+1),21:30,04:00,06h 30m,550,25,1.4
605,Hyderabad to Vijayawada,Jagan Travels,A/C Sleeper (2+1),20:00,02:00,06h 00m,850,14,1.4
606,Hyderabad to Vijayawada,Vikram Travels,A/C Sleeper (2+1),21:30,03:00,05h 30m,800,27,1.4
607,Hyderabad to Vijayawada,Sravani Travels,Non A/C Seater / Sleeper (2+1),23:22,05:45,06h 23m,560,30,3.8
608,Hyderabad to Vijayawada,Srivastav Travels,A/C Sleeper (2+1),22:15,04:00,05h 45m,639,15,3.8
609,Hyderabad to Vijayawada,AMIGOS TRAVELS,A/C Sleeper (2+1),22:50,04:50,06h 00m,569,20,3.7
610,Hyderabad to Vijayawada,Sri Sai Anjana Tours and Travels,Non A/C Seater / Sleeper (2+1),21:58,04:40,06h 42m,499,30,3.7
611,Hyderabad to Vijayawada,Komali Travels,A/C Seater / Sleeper (2+1),22:25,04:00,05h 35m,500,27,3.6
612,Hyderabad to Vijayawada,KVR Tours and Travels,A/C Sleeper (2+1),20:30,02:05,05h 35m,2850,31,3.6
613,Hyderabad to Vijayawada,DMR Travels,Non A/C Seater / Sleeper (2+1),22:30,04:00,05h 30m,449,32,3.5
614,Hyderabad to Vijayawada,SAMANVI CITICONNECT,Non A/C Seater / Sleeper (2+1),22:25,03:45,05h 20m,560,14,3.4
615,Hyderabad to Vijayawada,Royal Varma Travels,Non A/C Seater / Sleeper (2+1),22:30,04:50,06h 20m,680,40,3.4
616,Hyderabad to Vijayawada,Sri Tulasi Tours and Travels,Non A/C Seater / Sleeper (2+1),14:50,23:00,08h 10m,854,16,3.3
617,Hyderabad to Vijayawada,Sri Keerthana Sai Travels,A/C Sleeper (2+1),14:45,23:59,09h 14m,665,31,3.2
618,Hyderabad to Vijayawada,Ajay Bus,Non A/C Seater / Sleeper (2+1),22:45,04:00,05h 15m,410,29,3.2
619,Hyderabad to Vijayawada,Dharani Tours and Travels,Non A/C Seater / Sleeper (2+1),21:30,04:20,06h 50m,449,32,3.1
620,Hyderabad to Vijayawada,Dharani Tours and Travels,Non A/C Seater / Sleeper (2+1),21:30,04:20,06h 50m,560,36,3.1
621,Hyderabad to Vijayawada,Rainbow Tours And Travels,Non A/C Seater / Sleeper (2+1),20:55,03:30,06h 35m,670,27,3
622,Hyderabad to Vijayawada,Meghana Travels,Non A/C Seater / Sleeper (2+1),22:15,04:45,06h 30m,4750,52,3
623,Hyderabad to Vijayawada,Jakkas Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),22:30,03:30,05h 00m,1699,40,2.9
624,Hyderabad to Vijayawada,Bmcc Travels,A/C Sleeper (2+1),21:50,03:15,05h 25m,1044,20,2.9
625,Hyderabad to Vijayawada,SJR TRAVELS,A/C Seater / Sleeper (2+1),15:25,23:00,07h 35m,450,32,2.9
626,Hyderabad to Vijayawada,SJR TRAVELS,Non A/C Seater / Sleeper (2+1),14:10,20:30,06h 20m,1499,40,2.9
627,Hyderabad to Vijayawada,Bmcc Travels,A/C Sleeper (2+1),21:50,03:15,05h 25m,1036,26,2.9
628,Hyderabad to Vijayawada,Jakkas Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),22:40,03:40,05h 00m,1699,40,2.9
629,Hyderabad to Vijayawada,Sai Sri Durga Travels,A/C Sleeper (2+1),23:47,05:30,05h 43m,3000,32,2.8
630,Hyderabad to Vijayawada,Morning Star Travels,A/C Sleeper (2+1),23:05,04:20,05h 15m,890,32,2.8
631,Hyderabad to Vijayawada,KKaveri Travels,Non A/C Seater / Sleeper (2+1),15:45,23:45,08h 00m,560,21,2.5
632,Hyderabad to Vijayawada,Tranzindia Travels,Bharat Benz A/C Sleeper (2+1),21:50,04:10,06h 20m,899,21,2.5
633,Hyderabad to Vijayawada,KKaveri Travels,Non A/C Seater / Sleeper (2+1),18:15,02:00,07h 45m,600,17,2.5
634,Hyderabad to Vijayawada,Mozo travels,A/C Seater / Sleeper (2+1),20:21,02:40,06h 19m,800,38,2.3
635,Hyderabad to Vijayawada,Naveen Tours and Travels,A/C Seater / Sleeper (2+1),14:20,22:30,08h 10m,3000,44,2
636,Hyderabad to Vijayawada,Naveen Tours and Travels,A/C Seater / Sleeper (2+1),14:20,22:30,08h 10m,1150,24,2
637,Hyderabad to Vijayawada,SRI MARUTHI TRAVELS,Non A/C Seater / Sleeper (2+1),21:55,04:30,06h 35m,474,30,1
638,Hyderabad to Vijayawada,Sree Raghavendra Travels,NON A/C Semi Sleeper (2+1),23:30,05:00,05h 30m,2999,1,1
639,Kakinada to Visakhapatnam,Vahini Travels,NON A/C Push Back (2+2),23:55,04:00,04h 05m,399,29,3.8
640,Kakinada to Visakhapatnam,SRI VIJAYA KRISHNA TOURS and TRAVELS,Non A/C Seater / Sleeper (2+1),23:59,04:30,04h 31m,399,28,2.8
641,Visakhapatnam to Kakinada,Sai RK Travels,Non A/C Seater / Sleeper (2+1),22:40,02:30,03h 50m,545,10,3.3
642,Visakhapatnam to Kakinada,SRI VIJAYA KRISHNA TOURS and TRAVELS,Non A/C Seater / Sleeper (2+1),21:20,01:00,03h 40m,399,27,2.8
643,Visakhapatnam to Kakinada,Navayuga Travels,A/C Sleeper (2+1),22:00,02:10,04h 10m,890,17,3.5
644,Visakhapatnam to Kakinada,Morning Star Travels,A/C Sleeper (2+1),21:10,02:25,05h 15m,790,27,2.7
645,Chittoor (Andhra Pradesh) to Bangalore,APSRTC - 9047,Express(Non AC Seater),15:30,18:55,03h 25m,186,33,4
646,Chittoor (Andhra Pradesh) to Bangalore,APSRTC - 9007,Express(Non AC Seater),15:45,19:45,04h 00m,186,18,3.5
647,Chittoor (Andhra Pradesh) to Bangalore,APSRTC - 47236,Express(Non AC Seater),16:15,20:20,04h 05m,186,45,4.5
648,Chittoor (Andhra Pradesh) to Bangalore,APSRTC - 9011,Express(Non AC Seater),16:30,20:15,03h 45m,186,42,4.7
649,Chittoor (Andhra Pradesh) to Bangalore,APSRTC - 9049,Express(Non AC Seater),17:15,20:40,03h 25m,186,40,4.3
650,Chittoor (Andhra Pradesh) to Bangalore,APSRTC - 9888,Express(Non AC Seater),18:45,22:50,04h 05m,186,44,3.1
651,Chittoor (Andhra Pradesh) to Bangalore,APSRTC - 9003,Express(Non AC Seater),20:00,00:25,04h 25m,186,46,4.5
652,Chittoor (Andhra Pradesh) to Bangalore,APSRTC - 9041,Express(Non AC Seater),21:00,01:25,04h 25m,186,47,3.9
653,Chittoor (Andhra Pradesh) to Bangalore,APSRTC - 9061,Express(Non AC Seater),21:45,01:10,03h 25m,186,42,3.8
654,Chittoor (Andhra Pradesh) to Bangalore,APSRTC - 5524,Express(Non AC Seater),22:45,02:55,04h 10m,186,45,4
655,Chittoor (Andhra Pradesh) to Bangalore,APSRTC - 9080,Express(Non AC Seater),23:15,02:40,03h 25m,186,44,3.8
656,Chittoor (Andhra Pradesh) to Bangalore,APSRTC - 5528,Super Luxury (Non AC Seater 2+2 Push Back),23:59,05:15,05h 16m,304,28,4
657,Chittoor (Andhra Pradesh) to Bangalore,NueGo,Electric A/C Seater (2+2),14:25,18:45,04h 20m,314,6,4
658,Chittoor (Andhra Pradesh) to Bangalore,NueGo,Electric A/C Seater (2+2),14:30,19:45,05h 15m,333,25,3.7
659,Chittoor (Andhra Pradesh) to Bangalore,NueGo,Electric A/C Seater (2+2),16:30,21:45,05h 15m,333,24,3.7
660,Chittoor (Andhra Pradesh) to Bangalore,SRS Travels,NON A/C Sleeper (2+1),19:15,05:00,09h 45m,555,23,3.1
661,Chittoor (Andhra Pradesh) to Bangalore,NueGo,Electric A/C Seater (2+2),19:30,00:10,04h 40m,314,25,4.1
662,Chittoor (Andhra Pradesh) to Bangalore,NueGo,Electric A/C Seater (2+2),21:00,01:40,04h 40m,297,38,4
663,Chittoor (Andhra Pradesh) to Bangalore,NueGo,Electric A/C Seater (2+2),23:30,04:10,04h 40m,314,30,4.2
664,Chittoor (Andhra Pradesh) to Bangalore,RK Travels,Non A/C Seater / Sleeper (2+1),23:50,04:20,04h 30m,399,28,2.9
665,Chittoor (Andhra Pradesh) to Bangalore,Varsha Travels,A/C Sleeper (2+1),16:00,20:00,04h 00m,699,21,2
666,Kadapa to Bangalore,APSRTC - 6237,Super Luxury (Non AC Seater 2+2 Push Back),15:30,21:45,06h 15m,439,34,2.1
667,Kadapa to Bangalore,APSRTC - 50144,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,23:00,06h 30m,439,37,3
668,Kadapa to Bangalore,APSRTC - 6018,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,00:25,05h 55m,439,45,3.6
669,Kadapa to Bangalore,APSRTC - 6010,Super Luxury (Non AC Seater 2+2 Push Back),20:00,02:30,06h 30m,439,34,3
670,Kadapa to Bangalore,APSRTC - 6240,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",21:00,04:00,07h 00m,412,37,3.8
671,Kadapa to Bangalore,APSRTC - 6205,Super Luxury (Non AC Seater 2+2 Push Back),21:30,03:30,06h 00m,439,31,3.6
672,Kadapa to Bangalore,APSRTC - 6073,INDRA(A.C. Seater),22:00,03:00,05h 00m,526,30,3.6
673,Kadapa to Bangalore,APSRTC - 5295,Super Luxury (Non AC Seater 2+2 Push Back),22:00,03:05,05h 05m,439,25,2.1
674,Kadapa to Bangalore,APSRTC - 50181,Super Luxury (Non AC Seater 2+2 Push Back),22:15,04:50,06h 35m,439,28,3.8
675,Kadapa to Bangalore,APSRTC - 6207,Super Luxury (Non AC Seater 2+2 Push Back),22:30,04:26,05h 56m,439,33,4.1
676,Kadapa to Bangalore,APSRTC - 5844,Super Luxury (Non AC Seater 2+2 Push Back),22:40,05:45,07h 05m,450,33,3.7
677,Kadapa to Bangalore,APSRTC - 6065,Super Luxury (Non AC Seater 2+2 Push Back),22:45,04:35,05h 50m,439,33,4
678,Kadapa to Bangalore,APSRTC - 5227,Super Luxury (Non AC Seater 2+2 Push Back),22:45,05:30,06h 45m,439,11,4.5
679,Kadapa to Bangalore,APSRTC - 5283,Super Luxury (Non AC Seater 2+2 Push Back),22:50,05:00,06h 10m,439,27,1.5
680,Kadapa to Bangalore,APSRTC - 9266,INDRA(A.C. Seater),23:00,04:40,05h 40m,526,32,4.1
681,Kadapa to Bangalore,APSRTC - 48483,Super Luxury (Non AC Seater 2+2 Push Back),23:15,06:00,06h 45m,439,17,4
682,Kadapa to Bangalore,APSRTC - 7744,Super Luxury (Non AC Seater 2+2 Push Back),23:15,06:45,07h 30m,439,33,3.7
683,Kadapa to Bangalore,APSRTC - 48516,Super Luxury (Non AC Seater 2+2 Push Back),23:30,06:30,07h 00m,439,29,4.6
684,Kadapa to Bangalore,APSRTC - 9254,Super Luxury (Non AC Seater 2+2 Push Back),23:30,05:30,06h 00m,439,34,4
685,Kadapa to Bangalore,APSRTC - 6008,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:45,04:20,04h 35m,656,39,4.5
686,Kadapa to Bangalore,APSRTC - 5272,Super Luxury (Non AC Seater 2+2 Push Back),23:50,06:00,06h 10m,439,33,3.4
687,Kadapa to Bangalore,APSRTC - 5803,Super Luxury (Non AC Seater 2+2 Push Back),23:50,05:30,05h 40m,439,31,1.2
688,Kadapa to Bangalore,APSRTC - 5977,Super Luxury (Non AC Seater 2+2 Push Back),23:50,06:30,06h 40m,439,33,4.5
689,Kadapa to Bangalore,SUVARNAMUKHI TRAVELS,NON A/C Seater (2+3),21:00,04:15,07h 15m,300,5,3.1
690,Kadapa to Bangalore,Sri Vinayaka Travels,NON A/C Seater/ Sleeper (2+1),22:30,05:00,06h 30m,399,19,4.1
691,Kadapa to Bangalore,Sri Vinayaka Travels,NON A/C Sleeper (2+1),22:30,04:45,06h 15m,699,9,4.3
692,Kadapa to Bangalore,Maheswari Travels,Non A/C Seater / Sleeper (2+1),22:40,05:40,07h 00m,399,23,4.2
693,Kadapa to Bangalore,S R Travels,Non A/C Seater / Sleeper (2+1),22:40,05:15,06h 35m,500,10,3.1
694,Kadapa to Bangalore,PRL BUS,Non A/C Seater / Sleeper (2+1),22:45,05:00,06h 15m,400,33,4.2
695,Kadapa to Bangalore,SUVARNAMUKHI TRAVELS,A/C Sleeper (2+1),22:45,04:35,05h 50m,650,14,3.9
696,Kadapa to Bangalore,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),22:45,06:00,07h 15m,450,29,3.2
697,Kadapa to Bangalore,CGR Travels,NON A/C Semi Sleeper / Sleeper (2+1),22:45,06:55,08h 10m,350,9,3.2
698,Kadapa to Bangalore,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),22:55,05:30,06h 35m,400,28,4.2
